,0,1,3,6,7,11,14,16,17,18,19,20,23,24,26,27,28,30,32,33,34,36,37,38,39
0,0.15625,0.0,0.0,0.0,0.0625,0.15625,0.0,0.0625,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0625,0.09375,0.03125,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
7,0.06,0.0,0.0,0.0,0.26,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.14,0.18,0.02,0.0,0.0
11,0.011142061281337047,0.0,0.002785515320334262,0.0,0.002785515320334262,0.4401114206128134,0.0,0.008356545961002786,0.0,0.002785515320334262,0.0,0.005571030640668524,0.12534818941504178,0.06685236768802229,0.002785515320334262,0.11977715877437325,0.002785515320334262,0.0,0.17827298050139276,0.0,0.016713091922005572,0.005571030640668524,0.0,0.008356545961002786,0.0
14,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.08333333333333333,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.08333333333333333,0.5,0.0,0.0,0.2361111111111111,0.013888888888888888,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.23076923076923078,0.46153846153846156,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
23,0.00684931506849315,0.0,0.0,0.0,0.0,0.2945205479452055,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.3219178082191781,0.02054794520547945,0.0,0.02054794520547945,0.0,0.0,0.21232876712328766,0.0,0.0821917808219178,0.00684931506849315,0.0136986301369863,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.18115942028985507,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.021739130434782608,0.39855072463768115,0.021739130434782608,0.34057971014492755,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.007246376811594203
26,0.0,0.00819672131147541,0.0,0.00819672131147541,0.0,0.00819672131147541,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.040983606557377046,0.0,0.01639344262295082,0.36065573770491804,0.45901639344262296,0.0,0.0,0.00819672131147541,0.040983606557377046,0.0,0.0,0.0,0.0,0.03278688524590164
27,0.0009380863039399625,0.0009380863039399625,0.0,0.004690431519699813,0.0,0.05065666041275797,0.0,0.03095684803001876,0.00375234521575985,0.0,0.0,0.014071294559099437,0.00375234521575985,0.04127579737335835,0.04690431519699812,0.701688555347092,0.0,0.0009380863039399625,0.06566604127579738,0.010318949343339587,0.0,0.0,0.0,0.0,0.02345215759849906
28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0051387461459403904,0.0,0.0,0.0010277492291880781,0.020554984583761562,0.05549845837615622,0.0010277492291880781,0.014388489208633094,0.0010277492291880781,0.0,0.0,0.0020554984583761563,0.02877697841726619,0.003083247687564234,0.0,0.08016443987667009,0.0010277492291880781,0.0010277492291880781,0.7091469681397738,0.0,0.047276464542651594,0.014388489208633094,0.006166495375128468,0.006166495375128468,0.0020554984583761563
33,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.43478260869565216,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.043478260869565216
34,0.07758620689655173,0.0,0.0,0.0,0.06896551724137931,0.04310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.1206896551724138,0.0,0.0,0.0,0.0,0.0,0.4396551724137931,0.0,0.19827586206896552,0.034482758620689655,0.017241379310344827,0.0,0.0
